appid,appname,comments
927172,천하운세 - 운세 사주 토정비결 궁합 꿈해몽 관상 손금,752
1809101,다함께 고고고 for Kakao,751
927097,당신이 잠든 사이!  - While You Were Sleeping,748
1528183,텍뷰(텍스트뷰어),746
720685,컴온베이비! (Come on Baby!),744
1214272,CSR Racing,744
1675084,Candy Crush Saga,744
1614710,"내 의견의 가치, 오베이 - 오픈서베이 패널",742
1542354,포트리스2레드 Fortress2Red,741
1529164,헤헤케케 웃사,741
1213959,헬로카푸치노 (Cafe Manager),739
1605155,PocketInvEditor,739
1863201,문상 낳는 거위 for AppinKorea,737
876646,써드 블레이드 Free (Third Blade Free),734
806007,국민내비 김기사 - AR,734
1781168,모두의 탕탕탕 for Kakao,733
1453851,GO SMS Pro,733
1736189,배틀로봇![가입없이 즐기는 본격 3D 격투 액션게임],733
938719,조선일보,732
1493062,[무료] 한게임 사천성,732
1624679,카오스베인SE for Kakao,731
1614370,솜노트 -동기화 메모/다이어리/스케치 for Kakao,731
1874936,캣타운 for Kakao,729
669855,아이큐테스트 무료,728
1933835,돼지러너 for Kakao,727
806220,브라더즈 인 암즈® 2: 연합전선 Free+,726
936135,"1위 반값모음 소셜커머스 쿠차 - 쿠폰차트 (티몬,쿠팡",725
1537543,스왐피 (Where’s My Water?) 무료,725
976747,큐팡 (Q Pang),724
886243,스왐피(Swampy) - Where Is My Water?,723
1933831,신나는 게임파티 for Kakao,722
806234,랜덤채팅!,721
1529172,헬로키티 카페 (Hello Kitty Cafe),719
1470684,MBC 라디오 mini,718
1938686,레전드 오브 갓(레오갓),718
1864692,뿌까레스토랑 for Kakao,716
805980,아이폰 전용 손전등,715
1523179,라인 카메라 LINE camera,715
1782022,네이버 미디어 플레이어,715
1417512,에피소드 - Episode,714
909786,L O D - Full ver,714
741392,홈런배틀 2 프리 (Homerun Battle 2 FREE),714
1542802,[무료]던전앤파이터 여거너,713
1869828,청풍명월 for Kakao,713
1396920,오늘부터 사람찾기,712
1456558,지도,711
1824558,놀면된다 눝,711
806190,해피포인트카드,711
1628674,바하무트공략집,708
1526801,음악 영웅 Music Hero,707
1523304,롯데닷컴(Lotte.com),707
1164642,Toy Defense,707
937502,싸이BGM(CyBGM),706
986783,브랜뉴보이(Brandnew Boy),705
1208577,마이 무비스타: 드림 하이,704
1464347,Jorte (조르테),704
740426,헬로키티 뷰티 살롱!,704
806085,말하는 고양이 톰 - Talking Tom Cat,703
1234829,pooq for iPhone,702
1832879,마이레스토랑,702
1526893,"이츄, 사랑의 홍차연구소(소개팅/소셜데이팅)",700
1681018,퀴즈를 지배하는자 OX 런닝맨 for Kakao,699
1613818,"[무음,조용] 셀카가 반대로 나올때W - 무음 카메라",699
1831345,삼국 이터니티,698
1850002,에픽 숲속의 전설,697
806147,G마켓,697
1942867,디어 헌터 2014,696
943520,모바일 삼국지2,695
1782026,블러드 브라더스 (BB),694
1696069,믿거나말거나2,692
1894198,히어로스퀘어 for Kakao,691
1962622,캐슬히어로즈,690
975280,아이폰을 위한 매뉴얼 Free,690
1802818,한큐 for Kakao,690
1525078,수족관은 Fish Live,688
1736201,리버스 (이벤트특가),688
1395107,겁없는 녀석들 (Monster Geeks),687
1802821,모두의 연금술사 for Kakao,687
1144563,비밀사진관리 - i사진폴더 Free (폴더관리/동영상/메모/공유),687
743380,이노티아 연대기3 (Inotia 3: Children of Carnia),685
1931168,캐슬마스터2: BJ클랜워즈 for AfreecaTV,684
1522478,네이버 카메라 - 사진 편집 - Naver Camera,684
1502404,Temple Run,684
1849808,분노의 질주 더 맥시멈 : The Game,683
1758418,TAMAGO,683
809891,동영상 다운로드 Lite (Video Downloader Super Lite),680
1485466,Poweramp Music Player (Trial),679
1542609,Running Fred,679
1542596,Call of Mini: Zombies,678
922040,2011슈퍼사커 FREE,678
1542513,타워 디펜스 (Tower Defense),677
1682455,추억의 달고나 뽑기,677
1762037,프로야구 for Kakao,676
1757333,"스타일 위젯 (날씨,시계,테마샵,알람,폰국이)",675
931767,웃끼지마,673
1854890,배틀코드 온라인,673
737766,괜찮은 게임 - 뿌잉뿌잉,672
1756082,스티커부스 for Kakao,671
1828428,몬스터 블레이드,671
1522472,네이버 메모 – Naver Memo,671
1691044,오더앤카오스 온라인,670
931414,평생무료 영어 동영상 강의 트위스터TV,670
1698382,헌터캣 for Kakao,667
1960455,플랜츠 vs. 좀비 2,666
1815299,Tree Planet 2,665
805868,네이버 지도/교통 - Naver Map,665
1227005,2012프로야구 KBO,657
893984,9이닝: 메이저리그2011 Free (9 Innings: Pro Baseball 2011 Free!),656
758011,로하스머니 ( 올인원 통합가계부 ),655
883424,Sleep Cycle alarm clock,651
1648714,SHADOWGUN: DeadZone,647
1600653,[무료 게임]나의 파란만장한 신혼생활,645
913032,오더앤카오스 온라인©,645
1900686,애니머스 for Kakao,644
941385,이음 - 소개팅 그 이상의 이음,643
1559627,판타지카 (Fantasica),643
791178,"TripHere, 세계여행노트!",642
1923930,퀴즈RPG 마법사와 검은 고양이 위즈,640
1637150,Google Play 서비스,638
1817786,모두의 퀴즈 - 사진연상 단어,638
806365,MetalStorm: Wingman,635
1587312,어메이징 스파이더맨,634
1525814,알약 안드로이드 - 무료 모바일 백신 스미싱 차단,634
1600872,Townsmen,633
942692,영어회화 두뇌 트레이닝: 시즌 1,629
1601343,살빼는법 시즌2 (칼로리 다이어트),629
806089,다음 tv팟 3  - Daum tvPot 3,629
1529112,해피포인트,627
1399819,배틀아레나(BattleArena),627
1750887,카트라이더 러쉬스타,627
1527245,제노니아4,626
624664,BizReader 명함스캐너 Lite (한글+영문+한자) 비즈리더 OCR 명함인식 명함관리,625
975691,킹스엠파이어 (King's Empire),625
791924,WhosHere,625
1860054,웅패천지,624
1529168,헬로카푸치노 (Cappuccino Cafe),622
1802871,찍기의달인_매일 3번 문상타임!!_돈버는어플,621
1692243,아틀란 3D : 빠른 리얼 3D 네비게이션,621
1542483,Angry Birds,620
805992,메가박스,619
941141,아임IN-발도장 쿡! 찍고 놀자,619
1612431,DicePlayer,619
1691442,FIFA 온라인 3 전용 APP,619
1604254,아톰 런처 (Atom Launcher),618
941108,"남친여친만드는앱!, 코코아북",618
1144950,수퍼크로스 프로,617
941155,인맥만들기-미:플러스,617
1518894,"티빙(phone) 실시간TV,다시보기,영화",616
1911337,던전 위드 드래곤,612
1636359,슈퍼액션 히어로,611
1938924,아이돌 컴퍼니 for Kakao,611
1847115,"마약채팅 (랜덤채팅, 끊을 수 없는 낯선사람과의 대화)",611
1165767,위치워즈: 퍼즐 (Witch Wars),609
1220138,클럽포커 온라인 Free HD,609
1144379,피터 래빗의 정원-Peter Rabbit's Garden,608
896727,IBK개인스마트뱅킹,608
1801577,히어로즈 오브 데스티니,607
1697352,Growtopia,606
1771542,토끼굴속 앨리스 for Kakao,606
789881,"Skout - 채팅, 만남, 연애",605
1667381,타이니파크2 for Kakao,605
1616200,K-DRAMA (한국 드라마 다시보기),605
1213953,[넥슨]스페이스탱크,605
1542525,스타일리시 스프린트,604
1928380,다함께 맞고퐁,604
1491138,SBS 고릴라,603
806465,말하는 고양이 톰 2 - Talking Tom Cat 2,603
1694180,나의정신상태진단서,602
1958820,페이퍼프렌즈 for Kakao,602
942116,에픽하츠 PLUS,602
1230501,워너뱃 시즌,601
1614709,폰플 (구버전),601
1809102,패션보고 잠금해제로 돈벌기 - 돈버는어플,600
1486943,퀴즈 무한도전 - Qube 퀴즈큐브,600
975632,Dream Heights,599
1454005,GO날씨EX,599
1795050,사무라이 vs 좀비 2,599
1012161,앱팡 알리미,599
1542736,New 알까기 온라인,598
1565286,★2차마을★라그나로크 발키리의 반란,596
1678838,도니 캐시,595
1522223,꿀꿀이 가계부,595
1523791,무료배경화면 (고런처/도돌런처/카카오홈의 배경화면),594
1916233,달을삼킨늑대 for Kakao,594
1602621,LG U+ 티머니 (LG U+USIM 전용),591
1587307,다크 나이트 라이즈,591
1537532,불리2 for Kakao,590
806416,손바닥삼국지,588
1563263,아니마 - Anima by Hangame,588
1573321,슬라임 대 버섯2,588
1526614,워크넷(WorkNet)- 대한민국 대표 취업사이트,584
1607683,배달맛집 (현금 없어도 빠른결제! 주문하면 500원!),582
936411,아임리얼맛집 – 뜨는 맛집,581
1525551,심심이,580
1863197,레진코믹스 - 무료 웹툰/만화,579
1528921,한게임 미니팩 (명품게임 8종 패키지),579
1954385,DJMAX 테크니카 Q for Kakao,578
1605954,다번역성경찬송,578
1526261,오목+,577
1667795,갤럭시엠파이어 for GAMEVIL,577
806442,올레스팸차단,576
927008,어제오늘 (날씨),574
1209235,보글보글™,574
1966130,엘가드 시즌2,573
1901782,Bus Simulator 3D,573
1145040,바이킹아일랜드 (VikingIsland),573
731637,피파 12 (FIFA 12 by EA SPORTS) for iPad,572
1681202,극지고:학원무림대전,571
936415,와라! 배달의민족,571
1537528,스페이스팡팡 for Kakao,571
1010192,사무라이 vs 좀비,570
1951189,신기행,569
806370,미니게임천국 Free (MiniGame Paradise Free),569
1587211,패션 아이콘,568
933051,던전트레저,567
1931161,카카오그룹 KakaoGroup,567
1902687,템페스트 사가,567
1750877,스파르타워즈 for Kakao,566
1483067,골라조 티비 (티비 다시보기),566
625715,CamCard - 명함스캐너  (한글 + 영문 + 일어 + 한자),565
1569725,제노니아3,564
1144423,아쳐캣,561
805932,K for iPhone,560
982770,액퍼배틀3D (Puzzle Family VS),559
1869225,모비클프로야구2013,558
942230,"홀리바이블(NIV한영오디오 사전성경, 새·구찬송가 음원)",558
1587173,Coin Dozer,556
806341,곰TV,555
1525979,에르엘워즈,555
1005561,치킨아웃! - Chicken Out!,555
1899637,KB국민은행 스타뱅킹,554
931953,신비하고 무서운 이야기,554
1923844,4shared 다운로더 AnoSMp3 뮤직 mp3 음악,554
1898832,좀비 타운,554
947122,빼꼼다이어리,553
1523242,레이디 버그 (무료 케쥬얼 슈팅 게임),553
1804491,DISCO PANDA for Kakao,551
995454,Photo wonder,551
806377,열혈강호종횡천하,550
943020,과일농장타이쿤,550
932534,하나N Bank,550
1144429,[맛있는요리] 마스터쉐프Live-Masterchef,549
1762045,ONLINE RPG  AVABEL （아바벨온라인）,548
1695038,아크 나이트 for Kakao,548
1572560,에픽하츠,547
1226218,카툰디펜스: 스페이스워즈,546
625762,CamScanner Free,546
806314,쿠팡 - Coupang,546
1607753,애드팡팡-로또식 돈버는어플(카페블로그 페이스북 이벤트),545
1232724,삼국지천하제패W,545
879365,타워 디펜스 (Tower Defense),543
806283,신한카드 Smart 신한,542
1442814,디펜더II,541
1681782,WorldCraft Free(multiplayer),541
967769,"MyPad - for Facebook, Instagram & Twitter",540
705223,Angry Honey(앵그리 허니),540
1399179,킹덤 앤 로드,539
1456578,Google 번역,538
1465419,DECOPIC Kawaii 사진편집어플,538
1612421,hoppin(호핀) - 스마트폰 버전,538
1587172,응가 양육 시뮬레이터 모바일,538
1515256,body symbol,537
786726,Hi There,536
1925723,클레이랜드 for Kakao,536
1542485,바다별,536
1919665,다같이 삼국지,535
1810673,마비노기 걸즈,535
1750874,솔리팝 for Kakao,535
1524949,"소리바다-뮤직, 무제한음악감상",535
1526444,완벽한 피아노,534
1681019,슈가팡 for Kakao,534
977432,삼국지 디펜스,533
1527813,카툰워즈 거너 (한글판),533
1616173,말하는 진저 - Talking Ginger,533
1894182,"삶은 계란 (육성, 재배 게임)",532
1584691,Virtual City Playground,532
1616199,여자연예인배경화면-카카오/도돌런처/테마/고런처/카카오홈,531
1870653,모리아사가 for Kakao,531
1123779,한컴오피스 한글,531
806436,PandoraTV,530
1619442,[무료] 한게임 게임톡,530
1815288,다크서머너,529
806093,미니고객센터,528
1144237,아스트로윙2 Plus - 스페이스 오디세이,528
1542630,삼국지 디펜스 2,528
1482859,어플 잠금 (Perfect App Lock) - 무료,528
1607678,돌핀브라우저 HD,528
1660188,사계절의 나메코 재배 킷,527
932550,하나N Money,527
1875611,★이벤트★도트히어로즈,527
1951191,컴투스프로야구 for 매니저,526
741868,핫티비,526
1693568,아이큐팡 for Kakao,526
967756,올레매거진,525
1901784,3D Platform Climb Racing,524
806458,롯데시네마 모바일 예매시스템(Full Version),524
1123861,번식 전쟁 (sperm wars),524
1817806,인챈트마스터,524
1605219,스마트폰 중독 방지,522
791460,TwitBird free for Twitter,521
1877896,"커플메이커,소개팅1등! (미팅1km이음멜론하이데어엠넷)",521
871848,StyleStory,521
1522810,더콜 스팸 전화번호부,519
1925724,버즐 피버 for Kakao,519
1841133,영웅전기 - 김용 정통무협 세계관,518
805890,퐁! 인기동요∙동화,518
1771554,나의 도플갱어 찾기,518
1690517,라쿤슬라이스 for Kakao,517
806462,이모티콘,517
888864,Today is,517
932500,모바일로스마트,516
1689078,Battle Bears,514
1523068,"라라 바둑이 ( 포커, 맞고, 카드 한게임 라라 )",514
1864691,히어로메이커 for Kakao,513
1781147,팀몬스터 for Kakao,512
806423,모바일Tworld,511
1542642,Fruit Ninja Free,511
1384720,카오스&디펜스 (Chaos&Defense),510
1396941,"헬로씨푸드 (Hello, Seafood Resturant)",509
1445330,Dropbox,509
1607651,거울,508
806382,푸딩얼굴인식,508
941332,올리브폰(OlivePhone),507
1601736,다음 사전 - Daum Dic,507
922368,Cut the Rope: Experiments,506
877760,Tiny Tower,506
1584950,SAS: Zombie Assault 3,506
943316,가계부,506
1614680,구름,505
708788,Bakery Story,505
735999,갱스터 리오: 성자의 도시,504
758414,Meemo with Cloud,504
1811313,운명의 클랜배틀,504
941185,오늘부터친구,503
1829845,링글-용돈벌고 영어공부하자! [특허출원],503
1816365,[돈버는 어플] 골드스폰 - 매일 오후 7시,502
1526622,원기날씨,502
1682238,Megapolis,501
932744,엠플독-리듬게임 프리미엄 한정판,501
1839165,날아라 팬더 비행단 for Kakao,501
1630753,GT 레이싱: Hyundai Edition,500
1600152,"라라 포커 ( 바둑이, 맞고, 카드 한게임 라라 )",500
1946795,육성 아이돌 길들이기,500
1942872,파인딩 블루 (Finding Blue) 무료,499
927181,앨범관리 + 포토 다이어리 + 비밀사진관리,499
1616174,K,499
1569202,엘리오스의전설2,498
1826966,������대��� /><span itemprop=,498
936103,ScanSearch (스캔서치),498
930420,olleh ebook,497
1204911,뿌까 테마파크,497
883835,Virtual City Playground,497
1614676,마이앤엠(MYNM)/폰테크/돈버는어플/필수어플,496
1385299,플레이독스,495
1695039,터치아일랜드 for Kakao,494
1793560,서브웨이 서퍼 for Kakao,494
940728,대통령 남은 임기 계산기,494
1859559,아이러브삼국지 for Kakao,494
1894174,파이팅히어로 for Kakao,493
1648764,듀얼오브페이트,491
938989,경향신문 - Kyunghyang,491
1699260,캐시팝팝 - 필수 돈버는 앱!,491
1668480,위험한금기사항,491
936118,iMembership - 아이멤버십 포인트카드,490
805926,무료 배경화면,490
1384716,틀린그림찾기HD 터치터치,490
1605154,배터리 위젯 Z,490
1736100,당신이죽는이유,490
1863291,The Secret Society,489
1682957,RF온라인,489
1690953,캐릭터팡 for Kakao,489
1660912,펭귄 런,488
790680,Tango Video Calls,488
733327,플라이 버드 HD 3.0 (Fly Bird HD 3.0),488
1696586,리틀 사령관 - 2차대전TD,487
734880,Frontline Commando,486
1682664,C.H.A.O.S 대회,484
1587220,Happy Street,484
1919192,네코 RPGXP 플레이어,484
927123,갑자기말되는영어 문법세상,484
1587175,만지기 탐정 나메코 재배 킷트,483
806254,스마트월렛 - 대한민국 대표 모바일지갑,482
936621,올레마이월렛,481
1518367,드빌 (드래곤빌리지™),480
1619415,"즐톡(펀톡)-동네친구,채팅,미팅,만남,폰팅,랜덤,카톡",479
1602620,모바일티머니(SKT사용자용),479
1446018,ES 파일 탐색기,478
806279,당신의뇌구조 - 7월말 삭제 예정,478
930691,만화포털 인디켓(Indiket),478
1560857,공튕기기,478
1674600,짱구디펜스 겨울이야기,477
932760,한게임 런앤히트 - Hangame Runnhit,477
1661799,마음속숫자맞추기,477
1526965,일루시아2,475
1525491,신한S뱅크 - 신한은행 스마트폰뱅킹,474
1667356,삼국지천하제패W+,474
1607747,돈버는어플 앱소다 시즌2,474
1144547,이노티아 4 (Inotia 4),473
1765372,케익팩토리 (Cake Factory),472
1684643,할인의 달인3,470
1528494,CUKI 폰꾸미기 런처 - CUKI Launcher,470
1146630,헬로키티 카페 (Hello Kitty Cafe),470
941751,경기버스정보,470
1144450,크로이센2,470
806036,카툰워즈 거너 FREE,470
969560,olleh ebook for iPad,470
1528093,타이니 타워,469
938122,Gogo3D,469
1619821,★무한의 탐정★ 추리게임대작,469
1231694,9이닝스: 2013프로야구,468
1528808,피아노 마스터 무료,468
786974,Instagram,468
806380,11번가,467
1522148,기상청 날씨,467
1587298,스왐피(Swampy) Where Is My Water?,467
1630713,모바일삼국지3,467
941638,제주여행 제주몰 - Jejutour Jejumall,467
1769591,"오늘의TV-동영상검색기 (드라마,예능전문)",466
931343,세계의 명화 - 내 손안의 미술관,466
1682204,SBS포트리스,466
927163,"지피지기-사주,운세,궁합,토정비결,해몽,이름 등 모든 ",465
1677642,네이버 가계부–카드자동등록-NAVER MONEYBOOK,465
